,ItemId,PromptId,Score1,AnswerText
1594,3_6574,3,1,"Pandas in China are similar to koalas in Australia because they both leave almost exclusievly. In the article it states a specialist in China's panda, which eats almost nothing but bamboo or Australia's koala bear, which eats eucalyptus leaves almost exclusively. While as a python can live anywhere from Florida to Antartica to outer space."
1775,3_6773,3,1,"China's panda, as well as Australia's koala are specialists. They both are set on a certain type of food. Furthermore, the panda eats almost nothing but bamboo and the koala bear eats nothing but eucalyptus leaves. However, both are different from pythons because they can be in multiple locations and are generalists."
1903,3_6951,3,1,Pandas in China are similar to Koalas in Australia because both animals are harboures meaning they only eat plants. The pandas eat bamboo and the Koalas eat eucalyptus leaves. They differ in size. Pandas are much bigger than Koala bears.
654,3_5582,3,1,"Pandas in China are similar to koalas because the both only eat plants. ""A specialist is China's panda witch eats almost nothing but bamboo or Australia's koala hear which eats eucalyptus leaves almost exclusively."" There different from pythons because the eat rats and pandas and koalas don't."
1726,3_6719,3,1,"Both pandas and koalas are specialists. Pythons are generalists. "" What favors generalists is change. What favors specialists is stability."" This justs state that the difference is that the pandas and koalas need a stable environment with stable foods while the pythons prefers to be in an environment which is always changing."
1823,3_6827,3,1,Pandas and koalas are both the same because they only eat certain things. They are also both specialists. They are different from pythons because they are specialists and pythons are generalists. Pythons have a variety of foods they eat while the pandas and koalas don't.
411,3_5332,3,1,"Pandas and koalas are the same because they're both specialists. Each of them eats almost nothing but bamboo or eucalyptus leaves, which is also what makes them specialists, as stated in paragraph 21."
1656,3_6642,3,1,"Pandas in China are similar to koalas in Australia and they both are different from pythons. "" A specialist is China's panda, which eats almost nothing but bamboo or Australia's koala which eats eucalyptus leaves almost exclusively."
1341,3_6307,3,1,Pandas in China are similar to koalas in Australia because they both exclusively eat one type of plant. They are different from pythons because pythons can eat whatever they want.
125,3_5043,3,1,China's panda
201,3_5119,3,1,"Pandas and koalas are similar because according to the article, they are specialists, with diets consisting of pretty much one thing as opposed to the diversity in habitat & foods pythons can adapt to."
1308,3_6273,3,1,Pandas in China are similar to koala bears in Australia because they are both specialists. They can pruooldy only survive in that one environment. They are different from pythons because pythons can thrive in many different environments.
85,3_5003,3,1,The pandas in China are similar to koala bear in Australia because they only eat plants. There different because the one in China eat only bamboo and the one from Australia eats eucalyptus leaves almost exclusively.
197,3_5115,3,1,"The Chinese panda and koalas  are both specialists. They have a stable diet of one food and only one. Pythons are generalists , according to the actions they adapt easier because they can live off and they unlike the specialists who eat food for one place in the world."
